Name,Price,Cpu,Ram,Storage,Display,Graphics,Battery
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel® Core™ i5-8365U (4 nhân, 8 luồng, xung cơ bản 1.6GHz, có thể đạt 4.1GHz với Turbo Boost, 6 MB Intel® Smart Cache)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400,256GB PCIe® NVMe™ M.2 SSD,"14″ FHD WVA (1920 x 1080), màn nhám chống lóa, có cảm ứng, tỷ lệ khung hình 16:9, độ sáng màn 300nits, độ phủ màu 72% NTSC, tần số quét 60Hz",Intel UHD Graphics 620,"4-cell, 60wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel® Core™ i5-8365U (4 nhân, 8 luồng, xung cơ bản 1.6GHz, có thể đạt 4.1GHz với Turbo Boost, 6 MB Intel® Smart Cache)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400,256GB PCIe® NVMe™ M.2 SSD,"14″ FHD WVA (1920 x 1080), màn nhám chống lóa, không cảm ứng, tỷ lệ khung hình 16:9, độ sáng màn 220nits, tần số quét 60Hz",Intel UHD Graphics 620,"3-cell, 42wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel® Core™ i5-8365U (4 nhân, 8 luồng, xung cơ bản 1.6GHz, có thể đạt 4.1GHz với Turbo Boost, 6 MB Intel® Smart Cache)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400,256GB PCIe® NVMe™ M.2 SSD,"14″ FHD WVA (1920 x 1080), màn nhám chống lóa, không cảm ứng, tỷ lệ khung hình 16:9, độ sáng màn 220nits, tần số quét 60Hz",Intel UHD Graphics 620,"3-cell, 42wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i7-1185G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.8GHz, 12MB Smart Cache)","16GB LPDDR4x-4266, dual channel, không hỗ trợ nâng cấp","256GB PCIe® NVMe™ M.2 SSD, có 1 khe lắp duy nhất","14"" FHD+ (1920x1200) IPS, LED backlit, có cảm ứng, 400 nits, 100% sRGB, low blue light, low power",Đồ họa Intel® Iris® Xe,"4-cell, 57wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i7-1185G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.8GHz, 12MB Smart Cache)","16GB LPDDR4x-4266, dual channel, không hỗ trợ nâng cấp","256GB PCIe® NVMe™ M.2 SSD, có 1 khe lắp duy nhất","14"" FHD+ (1920x1200) IPS, LED backlit, có cảm ứng, 400 nits, 100% sRGB, low blue light, low power",Đồ họa Intel® Iris® Xe,"4-cell, 57wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i7-1185G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.8GHz, 12MB Smart Cache)","16GB LPDDR4x-4266, dual channel, không hỗ trợ nâng cấp","256GB PCIe® NVMe™ M.2 SSD, có 1 khe lắp duy nhất","14"" FHD+ (1920x1200) IPS, LED backlit, có cảm ứng, 400 nits, 100% sRGB, low blue light, low power",Đồ họa Intel® Iris® Xe,"4-cell, 57wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel® Core™ i7-7820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.9GHz, có thể đạt tối đa với Turbo Boost tới 3.9GHz, 8 MB Intel® Smart Cache)",16GB RAM DDR4 2400Mhz,512GB SSD,"14.1inch Màn 2K IPS (2560 x 1440) Anti-Glare LED Backlit, không cảm ứng",Intel® HD Graphics 630 + NVIDIA GeForce 940MX 2GB,6cells
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel® Core™ i7-7820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.9GHz, có thể đạt tối đa với Turbo Boost tới 3.9GHz, 8 MB Intel® Smart Cache)",16GB RAM DDR4 2400Mhz,512GB SSD,"14.1inch Màn 2K IPS (2560 x 1440) Anti-Glare LED Backlit, không cảm ứng",Intel® HD Graphics 630 + NVIDIA GeForce 940MX 2GB,6cells
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel® Core™ i7-7820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.9GHz, có thể đạt tối đa với Turbo Boost tới 3.9GHz, 8 MB Intel® Smart Cache)",16GB RAM DDR4 2400Mhz,512GB SSD,"14.1inch Màn 2K IPS (2560 x 1440) Anti-Glare LED Backlit, không cảm ứng",Intel® HD Graphics 630 + NVIDIA GeForce 940MX 2GB,6cells
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel® Core™ i7-7820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.9GHz, có thể đạt tối đa với Turbo Boost tới 3.9GHz, 8 MB Intel® Smart Cache)",16GB RAM DDR4 2400Mhz,512GB SSD,"14.1inch Màn 2K IPS (2560 x 1440) Anti-Glare LED Backlit, không cảm ứng",Intel® HD Graphics 630 + NVIDIA GeForce 940MX 2GB,6cells
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"6-cell, 97whr"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"6-cell, 97whr"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"6-cell, 97whr"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"6-cell, 97whr"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"6-cell, 97whr"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i5 6300U (2 nhân, 4 luồng, xung nhịp cơ bản 2.4GHz tối đa đạt 3.0Ghz, 3 MB Intel® Smart Cache)",8GB DDR3L,240GB/256GB SSD,"14.1"" FULL HD (1920x1080), IPS, màn nhám, chống lóa, LED-backlit",Intel Graphics HD 520,2 cục 3 cell; có option 1 cục 6 cell (tùy từng lô hàng)
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)",16 GB DDR4-2133,512GB SSD,17.3 in diagonal FHD UWVA IPS anti-glare LED backlit (1920 x 1080),Intel HD Graphics 530+NVIDIA® Quadro® M1000M (2 GB GDDR5),96wh
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)",8GB DDR4 bus 2133Mhz,256GB SSD,"14″ FullHD (1920x1080) IPS, anti-glare,có cảm ứng, LED backlight, 250 nits, 16:9",Intel HD Graphics 620,6cells
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Intel® HD Graphics P530 + Nvidia Quadro M2000M 4GB,6 Cell
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)",8GB DDR4 2400MHz,256GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1",Đồ họa UHD Intel® 620,"1 pin rời 24wh, 1 pin trong 32wh"
