Name,Price,Cpu,Ram,Storage,Display,Graphics,Battery
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8.000.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Lenovo Thinkpad T480s i7 8650U 2K IPS Silver (Nhiều cấu hình),11.500.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,10.200.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Dell XPS 9380 i5-8365U 8GB SSD 256GB FHD IPS,14.500.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,14.500.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Dell Precision 5530 i7 8850H 16GB 512GB P2000 (Nhiều Cấu Hình),17.900.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Dell Latitude 7400 i5 (Nhiều cấu hình),8.700.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Thinkpad X1 Carbon Gen 9 i5-1135G7 (nhiều cấu hình),23.300.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
Thinkpad X1 Carbon Gen 8 i7-10610U 16GB SSD 512GB FHD IPS Touch,19.900.000,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Intel UHD Graphics,"3-cell, 51wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8.000.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Lenovo Thinkpad T480s i7 8650U 2K IPS Silver (Nhiều cấu hình),11.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,10.200.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell XPS 9380 i5-8365U 8GB SSD 256GB FHD IPS,14.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,14.500.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P2000 (Nhiều Cấu Hình),17.900.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Dell Latitude 7400 i5 (Nhiều cấu hình),8.700.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Thinkpad X1 Carbon Gen 9 i5-1135G7 (nhiều cấu hình),23.300.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Thinkpad X1 Carbon Gen 8 i7-10610U 16GB SSD 512GB FHD IPS Touch,19.900.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
Lenovo Thinkpad P52 i7 8850H 16GB SSG 512GB FHD IPS P3200,22.000.000,"Intel® Core™ i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,15.6 inch Full HD 1920x1080 IPS,Intel UHD Graphics 630 + NVidia Quadro P3200,"6 cell, Li-ion 90Wh"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8.000.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Lenovo Thinkpad T480s i7 8650U 2K IPS Silver (Nhiều cấu hình),11.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,10.200.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell XPS 9380 i5-8365U 8GB SSD 256GB FHD IPS,14.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,14.500.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell Precision 5530 i7 8850H 16GB 512GB P2000 (Nhiều Cấu Hình),17.900.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Dell Latitude 7400 i5 (Nhiều cấu hình),8.700.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Thinkpad X1 Carbon Gen 9 i5-1135G7 (nhiều cấu hình),23.300.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
